,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Identifier_cat,Outlet_Identifier_cat
7504,1436,12.857645184136183,Low Fat,11,105.6938,4,1985,Small,Tier 1,Grocery Store,214.3876,NCO55,OUT019
7505,765,15.35,Low Fat,13,88.283,8,1997,Small,Tier 1,Supermarket Type1,1797.66,FDP46,OUT046
7506,1138,17.7,Low Fat,4,182.5292,1,1987,High,Tier 3,Supermarket Type1,2736.438,FDX26,OUT013
7507,314,15.2,Regular,6,175.6054,8,1997,Small,Tier 1,Supermarket Type1,2451.4756,FDD56,OUT046
7508,740,9.8,Regular,0,35.0874,2,2007,High,Tier 2,Supermarket Type1,352.874,FDP12,OUT017
7509,950,12.857645184136183,Low Fat,5,125.5678,5,1985,Medium,Tier 3,Supermarket Type3,2543.356,FDT40,OUT027
7510,1063,15.25,Regular,13,179.766,3,2009,Medium,Tier 3,Supermarket Type2,3056.022,FDV57,OUT018
7511,1222,17.6,Low Fat,13,165.6868,2,2007,High,Tier 2,Supermarket Type1,3111.9492,FDZ09,OUT017
7512,149,7.55,Regular,6,121.0072,6,2004,Small,Tier 2,Supermarket Type1,2082.6224,FDA07,OUT035
7513,1046,12.857645184136183,Low Fat,0,127.102,5,1985,Medium,Tier 3,Supermarket Type3,3415.554,FDV36,OUT027
7514,775,19.7,Regular,3,254.7014,6,2004,Small,Tier 2,Supermarket Type1,3570.0196,FDQ01,OUT035
7515,1104,13.0,Regular,13,65.7484,1,1987,High,Tier 3,Supermarket Type1,391.4904,FDW46,OUT013
7516,1081,12.857645184136183,Regular,6,109.957,5,1985,Medium,Tier 3,Supermarket Type3,4504.137,FDW19,OUT027
7517,1167,11.8,Regular,3,113.8834,9,1999,Medium,Tier 1,Supermarket Type1,1382.2008,FDY01,OUT049
7518,430,20.35,Low Fat,0,233.6616,9,1999,Medium,Tier 1,Supermarket Type1,2577.9776,FDG60,OUT049
7519,593,16.85,Low Fat,13,90.3488,9,1999,Medium,Tier 1,Supermarket Type1,996.0368,FDL22,OUT049
7520,102,7.63,Low Fat,14,94.0436,7,2002,High,Tier 2,Supermarket Type1,1134.5232,DRK01,OUT045
7521,698,15.75,Low Fat,0,195.3452,1,1987,High,Tier 3,Supermarket Type1,1761.7068,FDO12,OUT013
7522,1126,18.2,Regular,0,241.8196,8,1997,Small,Tier 1,Supermarket Type1,4097.3332,FDX12,OUT046
7523,843,13.85,Regular,5,164.921,9,1999,Medium,Tier 1,Supermarket Type1,2609.936,FDR28,OUT049
7524,466,10.895,Low Fat,6,132.9284,2,2007,High,Tier 2,Supermarket Type1,3295.71,FDH57,OUT017
7525,238,15.6,Low Fat,4,242.9854,3,2009,Medium,Tier 3,Supermarket Type2,2175.1686,FDC04,OUT018
7526,1342,11.3,Low Fat,9,181.466,1,1987,High,Tier 3,Supermarket Type1,3775.086,NCI06,OUT013
7527,1547,20.0,Low Fat,8,111.6544,2,2007,High,Tier 2,Supermarket Type1,1565.9616,NCY53,OUT017
7528,837,19.35,Regular,13,112.9544,2,2007,High,Tier 2,Supermarket Type1,2908.2144,FDR22,OUT017
7529,637,15.6,Low Fat,13,221.5798,1,1987,High,Tier 3,Supermarket Type1,5509.495,FDM33,OUT013
7530,729,12.857645184136183,Low Fat,13,159.4578,4,1985,Small,Tier 1,Grocery Store,160.4578,FDO57,OUT019
7531,728,10.195,Regular,6,118.4808,3,2009,Medium,Tier 3,Supermarket Type2,1640.5312,FDO56,OUT018
7532,730,12.857645184136183,Low Fat,13,164.8526,5,1985,Medium,Tier 3,Supermarket Type3,2631.2416,FDO58,OUT027
7533,807,9.5,Regular,13,183.8608,6,2004,Small,Tier 2,Supermarket Type1,2572.6512,FDQ45,OUT035
7534,731,12.857645184136183,Low Fat,0,43.3086,5,1985,Medium,Tier 3,Supermarket Type3,624.5204,FDO60,OUT027
7535,490,10.65,Regular,13,229.7668,9,1999,Medium,Tier 1,Supermarket Type1,3916.2356,FDI34,OUT049
7536,521,12.857645184136183,Regular,3,215.5218,5,1985,Medium,Tier 3,Supermarket Type3,4915.6014,FDJ26,OUT027
7537,1022,7.35,Low Fat,6,40.8454,1,1987,High,Tier 3,Supermarket Type1,587.2356,FDV08,OUT013
7538,25,15.7,Low Fat,14,179.7634,3,2009,Medium,Tier 3,Supermarket Type2,1817.634,DRD60,OUT018
7539,1132,12.857645184136183,Low Fat,6,227.272,5,1985,Medium,Tier 3,Supermarket Type3,7017.532,FDX20,OUT027
7540,429,15.85,Low Fat,15,39.4164,3,2009,Medium,Tier 3,Supermarket Type2,154.4656,FDG59,OUT018
7541,689,13.8,Regular,13,231.1984,8,1997,Small,Tier 1,Supermarket Type1,5097.3648,FDN58,OUT046
7542,1056,9.195,Regular,0,79.8644,1,1987,High,Tier 3,Supermarket Type1,785.644,FDV48,OUT013
7543,156,9.3,Low Fat,4,248.8092,2,2007,High,Tier 2,Supermarket Type1,5976.2208,FDA15,OUT017
7544,480,15.1,Low Fat,10,242.9512,1,1987,High,Tier 3,Supermarket Type1,4847.024,FDI19,OUT013
7545,1131,19.1,Low Fat,6,234.4958,3,2009,Medium,Tier 3,Supermarket Type2,1635.8706,FDX19,OUT018
7546,727,11.6,Regular,5,172.4106,9,1999,Medium,Tier 1,Supermarket Type1,4277.765,FDO52,OUT049
7547,1422,7.27,Low Fat,8,98.6384,7,2002,High,Tier 2,Supermarket Type1,1970.768,NCO05,OUT045
7548,1441,19.35,Low Fat,8,62.5168,9,1999,Medium,Tier 1,Supermarket Type1,1534.0032,NCP17,OUT049
7549,576,9.695,Low Fat,6,186.7898,0,1998,High,Tier 3,Grocery Store,561.2694,FDK56,OUT010
7550,1330,20.2,Low Fat,9,94.1462,8,1997,Small,Tier 1,Supermarket Type1,832.9158,NCG43,OUT046
7551,129,12.857645184136183,Low Fat,7,154.6998,5,1985,Medium,Tier 3,Supermarket Type3,3229.7958,DRM59,OUT027
7552,181,10.5,Regular,0,164.121,2,2007,High,Tier 2,Supermarket Type1,2773.057,FDA47,OUT017
7553,1182,12.5,Regular,6,92.3488,1,1987,High,Tier 3,Supermarket Type1,1177.1344,FDY20,OUT013
7554,1232,12.857645184136183,Low Fat,13,81.825,4,1985,Small,Tier 1,Grocery Store,83.225,FDZ22,OUT019
7555,229,17.75,Low Fat,4,256.0672,1,1987,High,Tier 3,Supermarket Type1,2045.3376,FDB52,OUT013
7556,1482,9.0,Low Fat,8,264.8884,2,2007,High,Tier 2,Supermarket Type1,2914.8724,NCS29,OUT017
7557,9,17.85,Low Fat,14,190.4188,9,1999,Medium,Tier 1,Supermarket Type1,952.094,DRC12,OUT049
7558,741,12.857645184136183,Regular,3,41.548,4,1985,Small,Tier 1,Grocery Store,79.896,FDP13,OUT019
7559,41,4.61,Low Fat,7,175.2396,3,2009,Medium,Tier 3,Supermarket Type2,2093.2752,DRF23,OUT018
7560,231,8.75,Regular,6,186.8556,1,1987,High,Tier 3,Supermarket Type1,7322.4684,FDB56,OUT013
7561,809,7.155,Regular,1,35.2874,2,2007,High,Tier 2,Supermarket Type1,388.1614,FDQ47,OUT017
7562,1198,12.857645184136183,Regular,10,182.0608,5,1985,Medium,Tier 3,Supermarket Type3,7717.9536,FDY39,OUT027
7563,1195,12.3,Low Fat,0,71.338,7,2002,High,Tier 2,Supermarket Type1,1098.57,FDY36,OUT045
7564,1392,7.93,Low Fat,8,44.9086,1,1987,High,Tier 3,Supermarket Type1,802.9548,NCM17,OUT013
7565,131,8.01,Low Fat,7,34.9532,6,2004,Small,Tier 2,Supermarket Type1,539.298,DRN35,OUT035
7566,554,9.8,Low Fat,13,217.185,0,1998,High,Tier 3,Grocery Store,432.77,FDK22,OUT010
7567,472,12.857645184136183,Regular,10,199.3426,4,1985,Small,Tier 1,Grocery Store,395.4852,FDI07,OUT019
7568,108,5.0,Low Fat,14,190.453,0,1998,High,Tier 3,Grocery Store,379.506,DRK37,OUT010
7569,1438,19.6,Low Fat,8,150.9024,0,1998,High,Tier 3,Grocery Store,303.6048,NCP05,OUT010
7570,1300,16.5,Low Fat,8,36.3506,9,1999,Medium,Tier 1,Supermarket Type1,872.8638,NCD42,OUT049
7571,1075,12.6,Low Fat,1,61.0194,9,1999,Medium,Tier 1,Supermarket Type1,1052.6298,FDW11,OUT049
7572,477,14.1,Low Fat,3,140.2496,2,2007,High,Tier 2,Supermarket Type1,2681.8424,FDI14,OUT017
7573,1546,6.38,Low Fat,9,144.947,9,1999,Medium,Tier 1,Supermarket Type1,3435.528,NCY42,OUT049
7574,1038,20.25,Regular,4,194.2794,9,1999,Medium,Tier 1,Supermarket Type1,4291.7468,FDV26,OUT049
7575,1129,12.857645184136183,Low Fat,10,159.7578,5,1985,Medium,Tier 3,Supermarket Type3,641.8312,FDX15,OUT027
7576,1325,12.3,Low Fat,9,190.853,8,1997,Small,Tier 1,Supermarket Type1,4364.319,NCG07,OUT046
7577,264,15.6,Low Fat,6,114.8518,8,1997,Small,Tier 1,Supermarket Type1,2163.1842,FDC44,OUT046
7578,267,15.0,Low Fat,13,229.4694,6,2004,Small,Tier 2,Supermarket Type1,5937.6044,FDC47,OUT035
7579,1373,11.6,Low Fat,8,98.4042,9,1999,Medium,Tier 1,Supermarket Type1,1388.8588,NCK53,OUT049
7580,1206,12.857645184136183,Regular,3,164.7184,4,1985,Small,Tier 1,Grocery Store,495.3552,FDY49,OUT019
7581,1391,12.857645184136183,Low Fat,11,83.9908,4,1985,Small,Tier 1,Grocery Store,167.7816,NCM07,OUT019
7582,857,17.85,Low Fat,1,193.3794,2,2007,High,Tier 2,Supermarket Type1,4291.7468,FDR47,OUT017
7583,915,14.8,Regular,1,108.757,6,2004,Small,Tier 2,Supermarket Type1,1867.569,FDS59,OUT035
7584,110,7.905,Low Fat,7,229.9694,9,1999,Medium,Tier 1,Supermarket Type1,4567.388,DRK47,OUT049
7585,1236,12.857645184136183,Low Fat,4,51.235,4,1985,Small,Tier 1,Grocery Store,49.935,FDZ27,OUT019
7586,340,12.857645184136183,Regular,0,165.5868,5,1985,Medium,Tier 3,Supermarket Type3,5404.9644,FDE36,OUT027
7587,647,11.8,Regular,10,101.9674,6,2004,Small,Tier 2,Supermarket Type1,1731.7458,FDM51,OUT035
7588,1205,14.0,Low Fat,0,103.2332,8,1997,Small,Tier 1,Supermarket Type1,1845.5976,FDY48,OUT046
7589,171,14.85,Regular,0,123.0072,9,1999,Medium,Tier 1,Supermarket Type1,1960.1152,FDA35,OUT049
7590,1383,7.39,Low Fat,11,143.447,3,2009,Medium,Tier 3,Supermarket Type2,2290.352,NCL31,OUT018
7591,267,15.0,Low Fat,13,229.9694,1,1987,High,Tier 3,Supermarket Type1,4339.0186,FDC47,OUT013
7592,485,12.857645184136183,Low Fat,3,179.4344,5,1985,Medium,Tier 3,Supermarket Type3,6066.7696,FDI26,OUT027
7593,787,19.7,Low Fat,5,108.0912,7,2002,High,Tier 2,Supermarket Type1,1965.4416,FDQ16,OUT045
7594,550,10.8,Low Fat,10,98.4042,0,1998,High,Tier 3,Grocery Store,99.2042,FDK15,OUT010
7595,1434,12.857645184136183,Low Fat,8,184.0608,5,1985,Medium,Tier 3,Supermarket Type3,6431.628,NCO53,OUT027
7596,400,12.857645184136183,Regular,0,122.4098,5,1985,Medium,Tier 3,Supermarket Type3,3735.8038,FDG12,OUT027
7597,990,12.857645184136183,Regular,5,189.1214,5,1985,Medium,Tier 3,Supermarket Type3,2261.0568,FDU28,OUT027
7598,481,12.857645184136183,Low Fat,6,211.3586,4,1985,Small,Tier 1,Grocery Store,422.1172,FDI20,OUT019
7599,133,9.6,Low Fat,14,165.3158,0,1998,High,Tier 3,Grocery Store,334.2316,DRN37,OUT010
7600,294,10.695,Low Fat,5,59.6904,8,1997,Small,Tier 1,Supermarket Type1,937.4464,FDD28,OUT046
7601,754,21.1,Regular,6,62.9168,6,2004,Small,Tier 2,Supermarket Type1,1086.5856,FDP31,OUT035
7602,22,12.857645184136183,Low Fat,4,98.3042,4,1985,Small,Tier 1,Grocery Store,198.4084,DRD27,OUT019
7603,37,12.857645184136183,Low Fat,14,147.3102,4,1985,Small,Tier 1,Grocery Store,291.6204,DRF01,OUT019
7604,21,6.135,Low Fat,14,111.286,3,2009,Medium,Tier 3,Supermarket Type2,2263.72,DRD25,OUT018
7605,313,16.2,Low Fat,5,43.3454,2,2007,High,Tier 2,Supermarket Type1,922.7988,FDD53,OUT017
7606,793,15.7,Low Fat,0,253.4724,7,2002,High,Tier 2,Supermarket Type1,2013.3792,FDQ24,OUT045
7607,1206,17.2,Regular,3,164.4184,2,2007,High,Tier 2,Supermarket Type1,2641.8944,FDY49,OUT017
7608,1442,12.15,Low Fat,9,150.4708,8,1997,Small,Tier 1,Supermarket Type1,2257.062,NCP18,OUT046
7609,921,12.857645184136183,Regular,6,257.133,5,1985,Medium,Tier 3,Supermarket Type3,7433.657,FDT07,OUT027
7610,421,8.63,Regular,13,114.7518,0,1998,High,Tier 3,Grocery Store,455.4072,FDG46,OUT010
7611,462,15.0,Regular,3,182.5266,3,2009,Medium,Tier 3,Supermarket Type2,1290.9862,FDH50,OUT018
7612,900,12.857645184136183,Low Fat,5,34.619,4,1985,Small,Tier 1,Grocery Store,36.619,FDS40,OUT019
7613,1263,12.857645184136183,Low Fat,0,108.5596,5,1985,Medium,Tier 3,Supermarket Type3,1725.7536,FDZ60,OUT027
7614,416,8.975,Regular,3,86.6224,7,2002,High,Tier 2,Supermarket Type1,1619.2256,FDG38,OUT045
7615,411,12.15,Low Fat,10,64.7826,6,2004,Small,Tier 2,Supermarket Type1,904.1564,FDG31,OUT035
7616,899,6.895,Low Fat,10,143.7812,2,2007,High,Tier 2,Supermarket Type1,1994.7368,FDS39,OUT017
7617,593,12.857645184136183,Low Fat,13,92.5488,5,1985,Medium,Tier 3,Supermarket Type3,2625.9152,FDL22,OUT027
7618,789,8.325,Low Fat,6,39.3138,6,2004,Small,Tier 2,Supermarket Type1,974.7312,FDQ20,OUT035
7619,5,8.785,Low Fat,14,153.1656,2,2007,High,Tier 2,Supermarket Type1,1853.5872,DRB24,OUT017
7620,87,12.857645184136183,Low Fat,4,172.6764,5,1985,Medium,Tier 3,Supermarket Type3,6183.9504,DRI51,OUT027
7621,542,19.35,Regular,0,163.9184,6,2004,Small,Tier 2,Supermarket Type1,3137.2496,FDJ60,OUT035
7622,220,17.5,Regular,4,144.8102,0,1998,High,Tier 3,Grocery Store,291.6204,FDB40,OUT010
7623,700,16.75,Regular,10,72.4038,2,2007,High,Tier 2,Supermarket Type1,739.038,FDO15,OUT017
7624,502,8.895,Regular,5,161.5236,6,2004,Small,Tier 2,Supermarket Type1,1772.3596,FDI53,OUT035
7625,1226,7.71,Regular,4,122.4756,8,1997,Small,Tier 1,Supermarket Type1,605.878,FDZ14,OUT046
7626,1302,12.857645184136183,Low Fat,9,142.7786,4,1985,Small,Tier 1,Grocery Store,144.4786,NCD54,OUT019
7627,373,15.7,Regular,5,124.1046,8,1997,Small,Tier 1,Supermarket Type1,1120.5414,FDF28,OUT046
7628,302,16.7,Low Fat,4,217.685,2,2007,High,Tier 2,Supermarket Type1,2163.85,FDD39,OUT017
7629,1419,20.35,Low Fat,9,76.1328,8,1997,Small,Tier 1,Supermarket Type1,772.328,NCN54,OUT046
7630,1431,12.5,Low Fat,8,100.1384,2,2007,High,Tier 2,Supermarket Type1,2167.8448,NCO41,OUT017
7631,458,15.1,Regular,6,41.6796,8,1997,Small,Tier 1,Supermarket Type1,495.3552,FDH45,OUT046
7632,1303,14.0,Low Fat,9,43.4454,0,1998,High,Tier 3,Grocery Store,41.9454,NCD55,OUT010
7633,107,8.365,Low Fat,7,39.6506,2,2007,High,Tier 2,Supermarket Type1,834.9132,DRK35,OUT017
7634,633,10.695,Regular,2,177.5712,2,2007,High,Tier 2,Supermarket Type1,2636.568,FDM25,OUT017
7635,1524,5.21,Low Fat,9,259.5962,6,2004,Small,Tier 2,Supermarket Type1,2848.9582,NCW30,OUT035
7636,979,13.65,Regular,10,37.9532,7,2002,High,Tier 2,Supermarket Type1,575.2512,FDU15,OUT045
7637,131,8.01,Low Fat,7,37.5532,8,1997,Small,Tier 1,Supermarket Type1,1366.2216,DRN35,OUT046
7638,671,5.88,Regular,5,104.099,9,1999,Medium,Tier 1,Supermarket Type1,412.796,FDN28,OUT049
7639,1369,5.615,Low Fat,8,121.373,0,1998,High,Tier 3,Grocery Store,123.173,NCK29,OUT010
7640,183,19.7,Low Fat,3,87.0198,9,1999,Medium,Tier 1,Supermarket Type1,697.7584,FDA49,OUT049
7641,343,12.857645184136183,Regular,4,60.0194,4,1985,Small,Tier 1,Grocery Store,123.8388,FDE40,OUT019
7642,312,18.25,Regular,4,110.857,9,1999,Medium,Tier 1,Supermarket Type1,1977.426,FDD52,OUT049
7643,1238,15.35,Regular,6,189.7504,3,2009,Medium,Tier 3,Supermarket Type2,2492.7552,FDZ31,OUT018
7644,154,12.857645184136183,Low Fat,3,39.9506,5,1985,Medium,Tier 3,Supermarket Type3,721.0614,FDA13,OUT027
7645,972,10.3,Low Fat,6,101.2042,1,1987,High,Tier 3,Supermarket Type1,396.8168,FDU08,OUT013
7646,979,13.65,Regular,10,35.1532,8,1997,Small,Tier 1,Supermarket Type1,790.9704,FDU15,OUT046
7647,306,8.615,Low Fat,6,95.9436,6,2004,Small,Tier 2,Supermarket Type1,2741.7644,FDD45,OUT035
7648,1207,5.8,Low Fat,4,87.8172,7,2002,High,Tier 2,Supermarket Type1,1070.6064,FDY50,OUT045
7649,282,8.3,Low Fat,6,36.2506,9,1999,Medium,Tier 1,Supermarket Type1,834.9132,FDD08,OUT049
7650,1308,16.0,Low Fat,9,210.4902,7,2002,High,Tier 2,Supermarket Type1,3610.6334,NCE30,OUT045
7651,194,5.155,Low Fat,5,247.2776,9,1999,Medium,Tier 1,Supermarket Type1,5944.2624,FDB05,OUT049
7652,874,8.895,Regular,13,49.8008,7,2002,High,Tier 2,Supermarket Type1,1062.6168,FDS09,OUT045
7653,1220,15.1,Regular,6,63.7194,3,2009,Medium,Tier 3,Supermarket Type2,1362.2268,FDZ07,OUT018
7654,913,15.5,Low Fat,13,144.847,6,2004,Small,Tier 2,Supermarket Type1,1717.764,FDS57,OUT035
7655,1140,6.325,Low Fat,5,100.9042,3,2009,Medium,Tier 3,Supermarket Type2,2083.2882,FDX28,OUT018
7656,687,12.857645184136183,Regular,6,145.8786,4,1985,Small,Tier 1,Grocery Store,288.9572,FDN56,OUT019
7657,1152,9.3,Low Fat,6,89.3172,6,2004,Small,Tier 2,Supermarket Type1,2051.9956,FDX44,OUT035
7658,1317,12.857645184136183,Low Fat,9,49.0034,5,1985,Medium,Tier 3,Supermarket Type3,826.2578,NCF19,OUT027
7659,1266,20.6,Low Fat,8,149.2392,3,2009,Medium,Tier 3,Supermarket Type2,4026.7584,NCA17,OUT018
7660,1199,15.5,Regular,5,49.6692,8,1997,Small,Tier 1,Supermarket Type1,788.3072,FDY40,OUT046
7661,1538,9.195,Low Fat,9,105.6622,6,2004,Small,Tier 2,Supermarket Type1,1693.7952,NCX54,OUT035
7662,559,5.695,Low Fat,5,258.2646,8,1997,Small,Tier 1,Supermarket Type1,5410.9566,FDK28,OUT046
7663,488,12.857645184136183,Low Fat,6,113.2834,5,1985,Medium,Tier 3,Supermarket Type3,4376.9692,FDI32,OUT027
7664,925,5.94,Regular,1,188.0556,3,2009,Medium,Tier 3,Supermarket Type2,938.778,FDT11,OUT018
7665,712,6.36,Low Fat,6,45.906,2,2007,High,Tier 2,Supermarket Type1,1118.544,FDO32,OUT017
7666,89,12.857645184136183,Low Fat,14,160.9236,5,1985,Medium,Tier 3,Supermarket Type3,2255.7304,DRJ01,OUT027
7667,1068,4.805,Regular,4,123.9704,7,2002,High,Tier 2,Supermarket Type1,2253.0672,FDW02,OUT045
7668,1370,14.85,Low Fat,9,254.8698,1,1987,High,Tier 3,Supermarket Type1,4819.7262,NCK30,OUT013
7669,1401,14.5,Low Fat,11,161.621,1,1987,High,Tier 3,Supermarket Type1,2120.573,NCM43,OUT013
7670,515,10.3,Regular,3,77.896,8,1997,Small,Tier 1,Supermarket Type1,1278.336,FDJ14,OUT046
7671,356,12.15,Low Fat,15,37.9532,6,2004,Small,Tier 2,Supermarket Type1,1078.596,FDE59,OUT035
7672,659,11.5,Low Fat,13,120.3124,7,2002,High,Tier 2,Supermarket Type1,474.0496,FDN10,OUT045
7673,1286,19.1,Low Fat,9,174.0422,8,1997,Small,Tier 1,Supermarket Type1,1724.422,NCC18,OUT046
7674,675,12.857645184136183,Regular,13,168.7132,4,1985,Small,Tier 1,Grocery Store,338.2264,FDN34,OUT019
7675,976,15.5,Regular,0,265.1568,3,2009,Medium,Tier 3,Supermarket Type2,2109.2544,FDU12,OUT018
7676,846,7.31,Low Fat,13,110.357,8,1997,Small,Tier 1,Supermarket Type1,3185.853,FDR33,OUT046
7677,756,18.7,Low Fat,13,257.3672,1,1987,High,Tier 3,Supermarket Type1,2045.3376,FDP33,OUT013
7678,957,7.0,Low Fat,3,107.028,1,1987,High,Tier 3,Supermarket Type1,2876.256,FDT49,OUT013
7679,543,12.5,Low Fat,3,121.144,6,2004,Small,Tier 2,Supermarket Type1,1438.128,FDK02,OUT035
7680,1391,9.395,Low Fat,11,84.0908,8,1997,Small,Tier 1,Supermarket Type1,419.454,NCM07,OUT046
7681,1148,10.5,Regular,4,45.9376,8,1997,Small,Tier 1,Supermarket Type1,575.2512,FDX38,OUT046
7682,912,5.785,Regular,6,262.1252,0,1998,High,Tier 3,Grocery Store,786.9756,FDS56,OUT010
7683,988,16.7,Regular,4,120.7782,9,1999,Medium,Tier 1,Supermarket Type1,1072.6038,FDU26,OUT049
7684,833,5.845,Regular,5,214.4218,9,1999,Medium,Tier 1,Supermarket Type1,5343.045,FDR16,OUT049
7685,190,9.395,Low Fat,13,235.8932,8,1997,Small,Tier 1,Supermarket Type1,942.7728,FDA58,OUT046
7686,485,5.94,Low Fat,3,179.8344,3,2009,Medium,Tier 3,Supermarket Type2,1249.0408,FDI26,OUT018
7687,996,6.15,Low Fat,0,97.8384,6,2004,Small,Tier 2,Supermarket Type1,2069.3064,FDU36,OUT035
7688,430,20.35,Low Fat,0,234.2616,6,2004,Small,Tier 2,Supermarket Type1,4687.232,FDG60,OUT035
7689,438,17.1,Regular,3,141.8838,0,1998,High,Tier 3,Grocery Store,280.9676,FDH14,OUT010
7690,803,12.857645184136183,Low Fat,2,192.2478,5,1985,Medium,Tier 3,Supermarket Type3,7943.6598,FDQ37,OUT027
7691,1085,5.765,Low Fat,0,36.7164,1,1987,High,Tier 3,Supermarket Type1,849.5608,FDW23,OUT013
7692,619,12.65,Low Fat,10,107.7938,2,2007,High,Tier 2,Supermarket Type1,2251.0698,FDM03,OUT017
7693,233,10.5,Regular,13,140.0154,1,1987,High,Tier 3,Supermarket Type1,3119.9388,FDB58,OUT013
7694,826,18.25,Low Fat,13,260.2962,1,1987,High,Tier 3,Supermarket Type1,1035.9848,FDR09,OUT013
7695,858,11.65,Low Fat,0,149.8024,3,2009,Medium,Tier 3,Supermarket Type2,1821.6288,FDR48,OUT018
7696,1257,19.2,Low Fat,5,110.2886,8,1997,Small,Tier 1,Supermarket Type1,778.3202,FDZ52,OUT046
7697,25,15.7,Low Fat,14,182.7634,9,1999,Medium,Tier 1,Supermarket Type1,3453.5046,DRD60,OUT049
7698,515,10.3,Regular,3,80.096,1,1987,High,Tier 3,Supermarket Type1,239.688,FDJ14,OUT013
7699,1543,13.65,Low Fat,8,56.893,8,1997,Small,Tier 1,Supermarket Type1,1188.453,NCY29,OUT046
7700,1445,16.6,Low Fat,8,108.8596,1,1987,High,Tier 3,Supermarket Type1,970.7364,NCP41,OUT013
7701,570,9.6,Low Fat,13,258.462,7,2002,High,Tier 2,Supermarket Type1,4673.916,FDK46,OUT045
7702,499,11.85,Regular,0,50.5666,1,1987,High,Tier 3,Supermarket Type1,922.7988,FDI48,OUT013
7703,1156,12.857645184136183,Regular,0,154.1656,4,1985,Small,Tier 1,Grocery Store,617.8624,FDX48,OUT019
7704,1345,8.6,Low Fat,8,141.2154,9,1999,Medium,Tier 1,Supermarket Type1,709.077,NCI29,OUT049
7705,612,20.7,Regular,4,213.9876,8,1997,Small,Tier 1,Supermarket Type1,2143.876,FDL51,OUT046
7706,983,11.8,Regular,13,35.7558,2,2007,High,Tier 2,Supermarket Type1,577.2486,FDU21,OUT017
7707,150,12.857645184136183,Regular,6,162.5526,4,1985,Small,Tier 1,Grocery Store,328.9052,FDA08,OUT019
7708,544,12.6,Regular,4,255.9356,3,2009,Medium,Tier 3,Supermarket Type2,4832.3764,FDK03,OUT018
7709,73,20.7,Low Fat,4,77.667,9,1999,Medium,Tier 1,Supermarket Type1,2220.443,DRH39,OUT049
7710,1469,15.85,Low Fat,9,41.6112,3,2009,Medium,Tier 3,Supermarket Type2,255.6672,NCR18,OUT018
7711,1536,6.36,Low Fat,9,163.6526,8,1997,Small,Tier 1,Supermarket Type1,1151.1682,NCX42,OUT046
7712,832,9.3,Regular,10,156.6314,9,1999,Medium,Tier 1,Supermarket Type1,1241.0512,FDR15,OUT049
7713,690,12.857645184136183,Low Fat,0,157.6604,4,1985,Small,Tier 1,Grocery Store,316.9208,FDN60,OUT019
7714,445,20.7,Low Fat,0,157.0288,2,2007,High,Tier 2,Supermarket Type1,2985.4472,FDH24,OUT017
7715,1207,12.857645184136183,Low Fat,4,88.7172,5,1985,Medium,Tier 3,Supermarket Type3,3301.0364,FDY50,OUT027
7716,938,18.85,Regular,4,120.344,9,1999,Medium,Tier 1,Supermarket Type1,1797.66,FDT26,OUT049
7717,1288,16.6,Low Fat,9,176.6344,6,2004,Small,Tier 2,Supermarket Type1,2676.516,NCC30,OUT035
7718,1311,12.5,Low Fat,9,170.8448,8,1997,Small,Tier 1,Supermarket Type1,4942.8992,NCE43,OUT046
7719,109,7.02,Low Fat,4,83.825,2,2007,High,Tier 2,Supermarket Type1,1414.825,DRK39,OUT017
7720,590,12.85,Low Fat,5,45.906,1,1987,High,Tier 3,Supermarket Type1,885.514,FDL16,OUT013
7721,802,7.855,Regular,0,36.2848,3,2009,Medium,Tier 3,Supermarket Type2,1155.8288,FDQ36,OUT018
7722,895,19.35,Regular,13,113.4518,6,2004,Small,Tier 2,Supermarket Type1,1593.9252,FDS34,OUT035
7723,673,17.5,Low Fat,6,184.8266,7,2002,High,Tier 2,Supermarket Type1,2766.399,FDN32,OUT045
7724,1233,17.75,Regular,0,187.624,7,2002,High,Tier 2,Supermarket Type1,1491.392,FDZ23,OUT045
7725,119,13.15,Low Fat,14,143.4812,9,1999,Medium,Tier 1,Supermarket Type1,854.8872,DRL49,OUT049
7726,413,5.365,Regular,12,173.7764,6,2004,Small,Tier 2,Supermarket Type1,4637.9628,FDG33,OUT035
7727,395,13.1,Low Fat,5,187.5898,7,2002,High,Tier 2,Supermarket Type1,2432.1674,FDG04,OUT045
7728,823,7.075,Low Fat,5,97.0068,7,2002,High,Tier 2,Supermarket Type1,1944.136,FDR04,OUT045
7729,388,9.3,Low Fat,5,180.5292,6,2004,Small,Tier 2,Supermarket Type1,2189.1504,FDF52,OUT035
7730,946,12.3,Low Fat,0,37.2874,0,1998,High,Tier 3,Grocery Store,176.437,FDT36,OUT010
7731,440,16.2,Regular,5,95.8726,1,1987,High,Tier 3,Supermarket Type1,1076.5986,FDH17,OUT013
7732,1385,18.85,Low Fat,9,244.0144,2,2007,High,Tier 2,Supermarket Type1,5635.3312,NCL42,OUT017
